generated by /home/ivandevert/get_station_catalog.ipynb
index|station_name|slat|slon|sele|sdep|source
1068|CE.47691|36.2054|-121.1304|97.0|0.0|ncedc
1069|CE.47750|36.9715|-121.9103|34.0|0.0|ncedc
1070|CE.47762|36.6973|-121.6342|8.0|0.0|ncedc
1071|CE.48906|36.9781|-122.0211|5.0|0.0|ncedc
1072|CE.54099|37.6141|-118.8333|2165.0|0.0|ncedc
1073|CE.54100|37.8182|-118.4759|1640.0|0.0|ncedc
1074|CE.54101|37.0541|-118.23|1192.0|0.0|ncedc
1075|CE.54171|37.3583|-118.3962|1265.0|0.0|ncedc
1076|CE.54332|37.643|-118.9621|2389.0|0.0|ncedc
1077|CE.54384|37.3555|-118.9896|2307.0|0.0|ncedc
1078|CE.54428|37.6622|-118.3986|1389.0|0.0|ncedc
1079|CE.54482|37.641|-118.963|2396.0|0.0|ncedc
1080|CE.54517|37.5889|-118.7063|2088.0|0.0|ncedc
1081|CE.54933|37.5878|-118.7045|619.0|0.0|ncedc
1082|CE.55031|37.9407|-119.1901|2314.0|0.0|ncedc
1083|CE.55067|37.5013|-119.986|655.0|0.0|ncedc
1084|CE.55157|37.8611|-119.1027|2176.0|0.0|ncedc
1085|CE.55429|37.7831|-119.073|2323.0|0.0|ncedc
1086|CE.56012|37.1004|-120.8184|29.0|0.0|ncedc
1087|CE.56071|37.2887|-120.4558|53.0|0.0|ncedc
1088|CE.56080|37.4303|-120.7781|35.0|0.0|ncedc
1089|CE.56678|37.8191|-120.671|57.0|0.0|ncedc
1090|CE.57007|37.0465|-121.8039|360.0|0.0|ncedc
1091|CE.57011|37.6659|-121.0367|23.0|0.0|ncedc
1092|CE.57031|37.3925|-121.9548|1.0|0.0|ncedc
1093|CE.57064|37.5299|-121.9203|93.0|0.0|ncedc
1094|CE.57191|37.3381|-121.7153|466.0|0.0|ncedc
1095|CE.57195|37.975|-121.314|3.0|0.0|ncedc
1096|CE.57201|37.7009|-121.6844|235.0|0.0|ncedc
1097|CE.57202|37.6384|-121.4985|200.0|0.0|ncedc
1098|CE.57203|37.0355|-121.5714|65.0|0.0|ncedc
1099|CE.57212|37.7124|-121.5641|122.0|0.0|ncedc
1100|CE.57213|37.5528|-121.9689|18.0|0.0|ncedc
1101|CE.57218|37.2243|-121.7414|77.0|0.0|ncedc
1102|CE.57227|37.6811|-121.7164|185.0|0.0|ncedc
1103|CE.57252|37.6911|-121.7172|174.0|0.0|ncedc
1104|CE.57253|37.6869|-121.7005|201.0|0.0|ncedc
1105|CE.57254|37.6724|-121.7029|208.0|0.0|ncedc
1106|CE.57299|37.3376|-121.9989|42.0|0.0|ncedc
1107|CE.57307|37.7443|-121.9361|115.0|0.0|ncedc
1108|CE.57311|37.5513|-121.9725|15.0|0.0|ncedc
1109|CE.57333|37.3554|-121.907|19.0|0.0|ncedc
1110|CE.57370|37.2903|-121.764|139.0|0.0|ncedc
1111|CE.57371|37.273|-121.8289|54.0|0.0|ncedc
1112|CE.57382|37.0|-121.5219|52.0|0.0|ncedc
1113|CE.57383|37.0254|-121.4848|329.0|0.0|ncedc
1114|CE.57384|37.5088|-121.9612|9.0|0.0|ncedc
1115|CE.57392|37.557|-121.9579|17.0|0.0|ncedc
1116|CE.57425|37.0323|-121.4351|318.0|0.0|ncedc
1117|CE.57426|37.9721|-121.831|67.0|0.0|ncedc
1118|CE.57428|37.5004|-121.9877|4.0|0.0|ncedc
1119|CE.57431|37.5238|-121.949|19.0|0.0|ncedc
1120|CE.57432|37.7016|-121.9542|199.0|0.0|ncedc
1121|CE.57444|37.7713|-121.9946|181.0|0.0|ncedc
1122|CE.57449|37.6957|-121.8124|121.0|0.0|ncedc
1123|CE.57451|37.6986|-121.8891|97.0|0.0|ncedc
1124|CE.57452|37.7008|-121.8931|100.0|0.0|ncedc
1125|CE.57453|37.7682|-121.9555|138.0|0.0|ncedc
1126|CE.57458|37.7664|-121.4217|5.0|0.0|ncedc
1127|CE.57475|37.7557|-121.9589|133.0|0.0|ncedc
1128|CE.57504|37.1244|-121.5519|215.0|0.0|ncedc
1129|CE.57522|37.5693|-121.9707|20.0|0.0|ncedc
1130|CE.57528|37.7533|-121.7741|192.0|0.0|ncedc
1131|CE.57531|37.9332|-121.6956|23.0|0.0|ncedc
1132|CE.57534|37.9119|-121.6219|5.0|0.0|ncedc
1133|CE.57563|37.2099|-121.807|220.0|0.0|ncedc
1134|CE.57600|37.3291|-121.9377|35.0|0.0|ncedc
1135|CE.57604|37.354|-121.904|19.0|0.0|ncedc
1136|CE.57608|37.3347|-121.9052|27.0|0.0|ncedc
1137|CE.57609|37.0452|-121.0199|94.0|0.0|ncedc
1138|CE.57612|37.314|-121.932|44.0|0.0|ncedc
1139|CE.57644|37.5557|-121.9786|17.0|0.0|ncedc
1140|CE.57651|37.4249|-121.9633|1.0|0.0|ncedc
1141|CE.57724|37.2239|-121.7425|76.0|0.0|ncedc
1142|CE.57734|37.9261|-121.7393|44.0|0.0|ncedc
1143|CE.57950|37.4682|-121.9278|3.0|0.0|ncedc
1144|CE.58043|37.8218|-122.528|52.0|0.0|ncedc
1145|CE.58065|37.2552|-122.0319|162.0|0.0|ncedc
1146|CE.58086|37.4353|-122.1726|23.0|0.0|ncedc
1147|CE.58127|37.4286|-122.2564|116.0|0.0|ncedc
1148|CE.58130|37.7401|-122.4334|150.0|0.0|ncedc
1149|CE.58131|37.7893|-122.4298|84.0|0.0|ncedc
1150|CE.58132|37.7785|-122.5141|24.0|0.0|ncedc
1151|CE.58133|37.8026|-122.4093|42.0|0.0|ncedc
1152|CE.58135|37.0012|-122.0617|245.0|0.0|ncedc
1153|CE.58137|37.7897|-122.2766|2.0|0.0|ncedc
1154|CE.58163|37.8072|-122.3623|8.0|0.0|ncedc
1155|CE.58198|37.8072|-122.4761|54.0|0.0|ncedc
1156|CE.58204|37.8212|-122.3272|3.0|0.0|ncedc
1157|CE.58209|37.8785|-122.1849|144.0|0.0|ncedc
1158|CE.58211|37.8479|-122.1615|191.0|0.0|ncedc
1159|CE.58215|37.584|-122.317|2.0|0.0|ncedc
1160|CE.58219|37.6569|-122.0616|137.0|0.0|ncedc
1161|CE.58222|37.7924|-122.4579|71.0|0.0|ncedc
1162|CE.58223|37.622|-122.398|6.0|0.0|ncedc
1163|CE.58226|37.456|-122.285|165.0|0.0|ncedc
1164|CE.58238|37.7054|-122.4681|85.0|0.0|ncedc
1165|CE.58267|37.9426|-122.4807|3.0|0.0|ncedc
1166|CE.58295|37.8481|-122.229|153.0|0.0|ncedc
1167|CE.58306|37.7625|-122.4556|153.0|0.0|ncedc
1168|CE.58309|37.798|-122.322|2.0|0.0|ncedc
1169|CE.58339|37.6971|-122.0802|53.0|0.0|ncedc
1170|CE.58340|37.7151|-122.0277|219.0|0.0|ncedc
1171|CE.58346|37.6799|-122.1259|11.0|0.0|ncedc
1172|CE.58347|37.6747|-122.1078|18.0|0.0|ncedc
1173|CE.58349|37.695|-122.1118|13.0|0.0|ncedc
1174|CE.58350|37.7029|-122.0537|81.0|0.0|ncedc
1175|CE.58351|37.7095|-122.1409|13.0|0.0|ncedc
1176|CE.58352|37.6883|-122.1401|6.0|0.0|ncedc
1177|CE.58360|37.9036|-122.0603|40.0|0.0|ncedc
1178|CE.58361|37.8952|-122.1526|137.0|0.0|ncedc
1179|CE.58362|37.8995|-122.1706|283.0|0.0|ncedc
1180|CE.58368|37.9805|-122.271|34.0|0.0|ncedc
1181|CE.58369|37.9147|-122.0168|52.0|0.0|ncedc
1182|CE.58373|37.4615|-122.3434|510.0|0.0|ncedc
1183|CE.58374|37.5182|-122.2685|9.0|0.0|ncedc
1184|CE.58376|37.6233|-122.1303|2.0|0.0|ncedc
1185|CE.58378|37.4841|-122.3142|118.0|0.0|ncedc
1186|CE.58388|37.5663|-122.0517|5.0|0.0|ncedc
1187|CE.58393|37.6566|-122.0836|22.0|0.0|ncedc
1188|CE.58395|37.5925|-122.381|17.0|0.0|ncedc
1189|CE.58398|37.762|-122.2538|3.0|0.0|ncedc
1190|CE.58406|37.626|-122.0502|4.0|0.0|ncedc
1191|CE.58407|37.6656|-122.1265|9.0|0.0|ncedc
1192|CE.58408|37.9608|-122.3422|16.0|0.0|ncedc
1193|CE.58409|37.7094|-122.0914|77.0|0.0|ncedc
1194|CE.58418|37.6251|-122.092|5.0|0.0|ncedc
1195|CE.58419|37.6146|-122.0302|19.0|0.0|ncedc
1196|CE.58420|37.654|-122.0257|308.0|0.0|ncedc
1197|CE.58421|37.948|-122.365|6.0|0.0|ncedc
1198|CE.58422|37.9262|-122.3855|5.0|0.0|ncedc
1199|CE.58423|37.7808|-122.1747|81.0|0.0|ncedc
1200|CE.58424|37.7451|-122.1497|25.0|0.0|ncedc
1201|CE.58427|37.643|-122.1188|10.0|0.0|ncedc
1202|CE.58429|37.9057|-122.2086|122.0|0.0|ncedc
1203|CE.58438|37.9299|-122.2995|216.0|0.0|ncedc
1204|CE.58442|37.8563|-122.1241|286.0|0.0|ncedc
1205|CE.58443|37.8518|-122.0234|99.0|0.0|ncedc
1206|CE.58446|37.8075|-122.3378|2.0|0.0|ncedc
1207|CE.58447|37.5251|-122.0999|1.0|0.0|ncedc
1208|CE.58461|37.4243|-122.178|40.0|0.0|ncedc
1209|CE.58463|37.8097|-122.2806|9.0|0.0|ncedc
1210|CE.58467|37.9727|-122.0609|8.0|0.0|ncedc
1211|CE.58471|37.8761|-122.2505|255.0|0.0|ncedc
1212|CE.58486|37.6896|-122.0962|49.0|0.0|ncedc
1213|CE.58487|37.6887|-122.1074|18.0|0.0|ncedc
1214|CE.58493|37.6976|-122.0896|59.0|0.0|ncedc
1215|CE.58497|37.675|-122.03|267.0|0.0|ncedc
1216|CE.58505|37.9355|-122.3434|16.0|0.0|ncedc
1217|CE.58525|37.5127|-122.1091|2.0|0.0|ncedc
1218|CE.58526|37.4986|-122.1289|2.0|0.0|ncedc
1219|CE.58527|37.7374|-122.3776|9.0|0.0|ncedc
1220|CE.58528|37.7559|-122.3861|8.0|0.0|ncedc
1221|CE.58531|37.681|-122.0531|117.0|0.0|ncedc
1222|CE.58539|37.675|-122.3901|25.0|0.0|ncedc
1223|CE.58556|37.925|-122.3696|3.0|0.0|ncedc
1224|CE.58557|37.6253|-122.1162|5.0|0.0|ncedc
1225|CE.58558|37.9783|-122.3298|63.0|0.0|ncedc
1226|CE.58560|37.5849|-122.5081|100.0|0.0|ncedc
1227|CE.58565|37.9694|-122.5243|6.0|0.0|ncedc
1228|CE.58575|37.7545|-122.4063|19.0|0.0|ncedc
1229|CE.58577|37.3893|-122.2007|229.0|0.0|ncedc
1230|CE.58579|37.765|-122.3916|7.0|0.0|ncedc
1231|CE.58592|37.6284|-122.4239|31.0|0.0|ncedc
1232|CE.58605|37.813|-122.3625|11.0|0.0|ncedc
1233|CE.58619|37.5302|-122.2675|3.0|0.0|ncedc
1234|CE.58622|37.4343|-122.1791|29.0|0.0|ncedc
1235|CE.58625|37.3265|-122.0748|131.0|0.0|ncedc
1236|CE.58626|37.2664|-122.0352|145.0|0.0|ncedc
1237|CE.58637|37.68|-122.051|124.0|0.0|ncedc
1238|CE.58642|37.8252|-122.3741|2.0|0.0|ncedc
1239|CE.58653|37.6705|-122.0874|27.0|0.0|ncedc
1240|CE.58662|37.6389|-122.397|1.0|0.0|ncedc
1241|CE.58663|37.5362|-122.075|33.0|0.0|ncedc
1242|CE.58664|37.4916|-122.1374|1.0|0.0|ncedc
1243|CE.58665|37.5353|-122.031|6.0|0.0|ncedc
1244|CE.58667|37.9725|-122.0373|12.0|0.0|ncedc
1245|CE.58670|37.762|-122.2169|3.0|0.0|ncedc
1246|CE.58672|37.5306|-122.3613|54.0|0.0|ncedc
1247|CE.58692|37.1188|-122.3064|26.0|0.0|ncedc
1248|CE.58694|37.8468|-122.2285|145.0|0.0|ncedc
1249|CE.58716|37.806|-122.475|54.0|0.0|ncedc
1250|CE.58721|37.622|-122.3972|3.0|0.0|ncedc
1251|CE.58723|37.6768|-122.1112|16.0|0.0|ncedc
1252|CE.58742|37.8951|-122.1522|139.0|0.0|ncedc
1253|CE.58790|37.8205|-122.2353|41.0|0.0|ncedc
1254|CE.58798|37.6169|-122.1541|1.0|0.0|ncedc
1255|CE.58905|37.948|-122.5354|12.0|0.0|ncedc
1256|CE.58906|37.9471|-122.5373|4.0|0.0|ncedc
1257|CE.58932|37.8213|-122.3206|2.0|0.0|ncedc
1258|CE.58961|37.7867|-122.3892|3.0|0.0|ncedc
1259|CE.58964|37.3584|-122.3975|28.0|0.0|ncedc
1260|CE.58968|37.5727|-122.2639|2.0|0.0|ncedc
1261|CE.65097|38.5146|-119.4798|1649.0|0.0|ncedc
1262|CE.65398|38.7697|-119.8161|1724.0|0.0|ncedc
1263|CE.65500|38.2581|-119.2188|1961.0|0.0|ncedc
1264|CE.65654|38.2555|-119.229|1976.0|0.0|ncedc
1265|CE.66038|38.8508|-120.0196|1935.0|0.0|ncedc
1266|CE.66360|38.9778|-120.1022|2075.0|0.0|ncedc
1267|CE.67068|38.3483|-121.9642|50.0|0.0|ncedc
1268|CE.67210|38.3994|-121.9223|25.0|0.0|ncedc
1269|CE.67215|37.9925|-121.6384|-1.0|0.0|ncedc
1270|CE.67266|38.0179|-121.7516|1.0|0.0|ncedc
1271|CE.67463|38.5854|-121.5105|6.0|0.0|ncedc
1272|CE.67520|38.3571|-121.9524|34.0|0.0|ncedc
1273|CE.67523|38.0182|-121.7509|4.0|0.0|ncedc
1274|CE.67533|38.0155|-121.6396|0.0|0.0|ncedc
1275|CE.67557|38.0141|-121.8148|8.0|0.0|ncedc
1276|CE.67587|38.039|-121.8985|2.0|0.0|ncedc
1277|CE.67597|38.2259|-121.0268|33.0|0.0|ncedc
1278|CE.67615|38.0005|-121.783|15.0|0.0|ncedc
1279|CE.67629|38.6558|-121.1305|117.0|0.0|ncedc
1280|CE.67634|38.9802|-121.3755|34.0|0.0|ncedc
1281|CE.67652|38.5695|-121.3043|27.0|0.0|ncedc
1282|CE.67910|38.0434|-121.7519|-4.0|0.0|ncedc
1283|CE.67942|38.5736|-121.5015|5.0|0.0|ncedc
1284|CE.68003|38.043|-122.798|18.0|0.0|ncedc
1285|CE.68034|38.5381|-122.2329|198.0|0.0|ncedc
1286|CE.68035|38.9122|-122.7657|710.0|0.0|ncedc
1287|CE.68045|38.2612|-122.0492|10.0|0.0|ncedc
1288|CE.68150|38.2704|-122.2774|6.0|0.0|ncedc
1289|CE.68206|38.054|-122.225|12.0|0.0|ncedc
1290|CE.68208|38.4972|-122.7604|43.0|0.0|ncedc
1291|CE.68259|38.0548|-122.2264|2.0|0.0|ncedc
1292|CE.68285|38.1184|-122.5015|1.0|0.0|ncedc
1293|CE.68294|38.1245|-122.2492|10.0|0.0|ncedc
1294|CE.68310|38.1216|-122.2751|6.0|0.0|ncedc
1295|CE.68321|38.0508|-122.1277|2.0|0.0|ncedc
1296|CE.68323|38.0334|-122.117|25.0|0.0|ncedc
1297|CE.68326|38.4005|-122.8274|35.0|0.0|ncedc
1298|CE.68327|38.4674|-122.654|90.0|0.0|ncedc
1299|CE.68328|38.4695|-122.7456|38.0|0.0|ncedc
1300|CE.68329|38.4413|-122.7476|36.0|0.0|ncedc
1301|CE.68330|38.4382|-122.671|66.0|0.0|ncedc
1302|CE.68367|38.0043|-122.262|29.0|0.0|ncedc
1303|CE.68433|38.098|-122.5593|5.0|0.0|ncedc
1304|CE.68440|38.3504|-122.8735|247.0|0.0|ncedc
1305|CE.68491|38.4375|-122.7089|49.0|0.0|ncedc
1306|CE.68581|38.3116|-122.3005|17.0|0.0|ncedc
1307|CE.68583|38.3945|-122.3574|27.0|0.0|ncedc
1308|CE.68584|38.2837|-122.2793|6.0|0.0|ncedc
1309|CE.68585|38.2444|-122.4475|7.0|0.0|ncedc
1310|CE.68586|38.1715|-122.2482|23.0|0.0|ncedc
1311|CE.68589|38.4183|-122.5508|131.0|0.0|ncedc
1312|CE.68607|38.0924|-122.2383|4.0|0.0|ncedc
1313|CE.68610|38.2505|-122.5836|31.0|0.0|ncedc
1314|CE.68616|38.2457|-122.068|8.0|0.0|ncedc
1315|CE.68674|38.019|-122.0647|11.0|0.0|ncedc
1316|CE.68676|38.4705|-122.7272|45.0|0.0|ncedc
1317|CE.68720|38.0561|-122.0258|3.0|0.0|ncedc
1318|CE.68797|38.3471|-122.7134|29.0|0.0|ncedc
1319|CE.69001|38.9528|-123.7378|20.0|0.0|ncedc
1320|CE.69037|38.701|-123.4271|110.0|0.0|ncedc
1321|CE.69039|38.311|-123.0527|2.0|0.0|ncedc
1322|CE.69044|38.5176|-123.247|41.0|0.0|ncedc
1323|CE.76054|39.3187|-120.1452|1793.0|0.0|ncedc
1324|CE.76140|39.585|-120.3697|1515.0|0.0|ncedc
1325|CE.76632|39.3669|-120.1159|1735.0|0.0|ncedc
1326|CE.76722|39.3208|-120.1501|1801.0|0.0|ncedc
1327|CE.77008|39.1988|-121.7938|101.0|0.0|ncedc
1328|CE.77056|39.1486|-121.5786|19.0|0.0|ncedc
1329|CE.77057|39.7171|-121.8164|62.0|0.0|ncedc
1330|CE.77058|39.7269|-121.6809|335.0|0.0|ncedc
1331|CE.77316|39.4243|-121.5224|77.0|0.0|ncedc
1332|CE.77317|39.4196|-121.5109|88.0|0.0|ncedc
1333|CE.77350|39.4355|-121.5455|53.0|0.0|ncedc
1334|CE.77351|39.453|-121.464|218.0|0.0|ncedc
1335|CE.77352|39.5113|-121.5041|123.0|0.0|ncedc
1336|CE.78342|39.6547|-122.7226|1325.0|0.0|ncedc
1337|CE.78521|39.2115|-122.0151|17.0|0.0|ncedc
1338|CE.78627|39.1201|-122.2232|44.0|0.0|ncedc
1339|CE.78628|39.3683|-122.2695|56.0|0.0|ncedc
1340|CE.79016|39.4508|-123.8049|23.0|0.0|ncedc
1341|CE.79036|39.807|-123.2464|425.0|0.0|ncedc
1342|CE.79042|39.74|-123.815|33.0|0.0|ncedc
1343|CE.79046|39.7379|-123.8149|8.0|0.0|ncedc
1344|CE.79298|39.4239|-123.8078|34.0|0.0|ncedc
1345|CE.79325|39.7055|-123.3023|479.0|0.0|ncedc
1346|CE.79344|39.1852|-123.2332|239.0|0.0|ncedc
1347|CE.79345|39.3925|-123.3412|424.0|0.0|ncedc
1348|CE.79435|39.9233|-123.7613|245.0|0.0|ncedc
1349|CE.79666|39.1853|-123.2109|193.0|0.0|ncedc
1350|CE.79668|39.3907|-123.3433|432.0|0.0|ncedc
1351|CE.86113|40.2712|-120.1187|1220.0|0.0|ncedc
1352|CE.86265|40.5037|-120.558|1491.0|0.0|ncedc
1353|CE.87050|40.5359|-121.5629|1797.0|0.0|ncedc
1354|CE.87053|40.2477|-121.1454|1373.0|0.0|ncedc
1355|CE.88048|40.982|-122.709|823.0|0.0|ncedc
1356|CE.88059|40.575|-122.382|149.0|0.0|ncedc
1357|CE.88060|40.187|-122.203|82.0|0.0|ncedc
1358|CE.88195|40.7584|-122.3186|329.0|0.0|ncedc
1359|CE.88639|40.8837|-122.3822|329.0|0.0|ncedc
1360|CE.88732|40.3983|-122.2668|138.0|0.0|ncedc
1361|CE.89005|40.3481|-124.3532|76.0|0.0|ncedc
1362|CE.89101|40.325|-124.2877|37.0|0.0|ncedc
1363|CE.89146|40.9406|-123.6327|180.0|0.0|ncedc
1364|CE.89255|40.5922|-124.1463|16.0|0.0|ncedc
1365|CE.89462|40.5036|-124.1009|43.0|0.0|ncedc
1366|CE.89464|40.9567|-124.1164|25.0|0.0|ncedc
1367|CE.89486|40.5846|-124.1465|21.0|0.0|ncedc
1368|CE.89509|40.8013|-124.149|7.0|0.0|ncedc
1369|CE.89530|40.0261|-124.0705|20.0|0.0|ncedc
1370|CE.89641|40.7995|-124.1486|16.0|0.0|ncedc
1371|CE.89688|40.0331|-124.0769|28.0|0.0|ncedc
1372|CE.89734|40.8187|-124.1656|1.0|0.0|ncedc
1373|CE.89781|40.7834|-124.1435|35.0|0.0|ncedc
1374|CE.89973|40.5093|-124.1195|13.0|0.0|ncedc
1375|CE.96112|41.8718|-120.2929|1568.0|0.0|ncedc
1376|CE.96114|41.5526|-120.0194|1402.0|0.0|ncedc
1377|CE.96115|41.5508|-120.2506|1838.0|0.0|ncedc
1378|CE.96142|41.2314|-120.5044|1347.0|0.0|ncedc
1379|CE.97019|41.0521|-121.4016|1009.0|0.0|ncedc
1380|CE.97049|41.009|-121.648|903.0|0.0|ncedc
1381|CE.97397|41.564|-121.925|1500.0|0.0|ncedc
1382|CE.97442|41.7117|-121.5064|1445.0|0.0|ncedc
1383|CE.97809|41.6447|-122.0027|1427.0|0.0|ncedc
1384|CE.98143|41.7032|-122.6411|823.0|0.0|ncedc
1385|CE.99017|41.7647|-124.1946|7.0|0.0|ncedc
1386|CE.99144|41.7928|-123.3815|315.0|0.0|ncedc
1387|CE.99269|41.7747|-124.194|11.0|0.0|ncedc
1388|CE.99640|41.137|-124.151|72.0|0.0|ncedc
1389|CE.99700|41.2906|-124.0569|10.0|0.0|ncedc
1390|CI.ABL|34.84845|-119.22497|1975.0|0.5|ncedc
1391|CI.ACP|32.9546|-116.30338|392.2|1.0|scedc
1392|CI.ADL|34.55581|-117.41804|868.0|0.0|scedc
1393|CI.ADO|34.55046|-117.43391|908.0|0.0|scedc
1394|CI.AGA|33.63838|-116.4011|809.0|0.0|scedc
1395|CI.AGM|32.84474|-114.78425|323.99|0.0|scedc
1396|CI.AGO|34.14647|-118.76699|259.0|0.0|scedc
1397|CI.ALP|34.68708|-118.29946|753.0|0.0|scedc
1398|CI.ALV|35.06172|-116.62887|640.0|0.0|scedc
1399|CI.ANG|33.503277|-116.808391|1049.4|1.0|scedc
1400|CI.APL|35.34149|-116.87464|959.0|0.0|scedc
1401|CI.ARG|36.0837|-117.4806|2500.0|0.0|scedc
1402|CI.ARV|35.1269|-118.83009|258.0|0.0|ncedc
1403|CI.ASP|35.86114|-119.38511|64.0|0.0|ncedc
1404|CI.AVC|33.333118|-118.335424|0.0|0.0|scedc
1405|CI.AVM|35.06562|-116.61549|708.5|0.5|scedc
1406|CI.BAC|33.6122|-117.0406|551.0|0.0|scedc
1407|CI.BAI|34.77695|-118.77335|1035.0|0.0|scedc
1408|CI.BAK|35.34444|-119.10445|114.4|1.6|ncedc
1409|CI.BAL|34.30764|-118.96713|258.0|0.0|scedc
1410|CI.BAR|32.68005|-116.67215|529.0|0.0|ncedc
1411|CI.BAT|33.45828|-115.84153|-53.0|0.0|scedc
1412|CI.BAW|34.839348|-117.14943|732.3|1.0|scedc
1413|CI.BBA|34.19551|-118.3534|182.0|0.0|scedc
1414|CI.BBB|33.35262|-115.73325|-96.0|0.0|scedc
1415|CI.BBR|34.2623|-116.92075|2069.0|0.0|ncedc
1416|CI.BBS|33.92139|-116.98058|785.0|0.0|scedc
1417|CI.BC3|33.65484|-115.45309|1080.0|0.0|scedc
1418|CI.BCC|33.57508|-117.26119|391.0|0.0|scedc
1419|CI.BCH|35.18542|-120.08522|1109.0|0.5|ncedc
1420|CI.BCW|34.94009|-119.41313|1101.0|0.0|ncedc
1421|CI.BEL|34.0006|-115.9982|1388.0|0.0|ncedc
1422|CI.BFS|34.23883|-117.65853|1312.0|0.0|scedc
1423|CI.BHP|33.99053|-118.36173|78.11|1.6|scedc
1424|CI.BKR|35.2693|-116.0703|275.0|0.0|scedc
1425|CI.BLA|34.06948|-116.38896|1243.0|0.0|scedc
1426|CI.BLA2|34.06931|-116.38993|1245.0|2.0|scedc
1427|CI.BLC|34.24356|-118.67312|607.0|0.0|scedc
1428|CI.BLK|35.08867|-117.21975|619.0|0.0|scedc
1429|CI.BLY|33.7503|-114.52375|201.0|0.3|ncedc
1430|CI.BMT|35.13641|-118.59723|1200.0|0.0|scedc
1431|CI.BOM|33.36465|-115.72963|-54.0|1.8|scedc
1432|CI.BON|32.69732|-115.26902|-14.0|0.0|scedc
1433|CI.BOR|33.2682|-116.41716|251.0|1.0|scedc
1434|CI.BR2|32.97899|-115.54936|-67.0|0.0|scedc
1435|CI.BRE|33.80776|-117.98116|24.0|0.0|scedc
1436|CI.BRG|33.17139|-116.1747|205.0|0.0|scedc
1437|CI.BTC|33.01213|-115.21987|39.0|0.0|scedc
1438|CI.BTL|34.25698|-117.00521|2527.0|0.0|scedc
1439|CI.BTL2|34.256841|-117.00543|2552.6|0.5|scedc
1440|CI.BTP|34.68224|-118.57398|1702.0|0.0|scedc
1441|CI.BUE|34.612987|-120.196793|110.0|0.0|ncedc
1442|CI.BVH|34.07618|-118.3959|39.0|0.0|scedc
1443|CI.CAB|34.15573|-118.64093|259.0|0.0|scedc
1444|CI.CAC|34.13678|-118.12199|230.0|0.0|scedc
1445|CI.CAL|35.10331|-117.94924|690.0|0.0|scedc
1446|CI.CALB|34.14302|-118.62839|276.0|0.0|scedc
1447|CI.CAP|33.38822|-117.19495|285.0|0.0|scedc
1448|CI.CAR|35.30819|-119.84583|763.2|1.8|ncedc
1449|CI.CAV|35.05071|-116.34534|558.0|0.0|scedc
1450|CI.CBC|34.13972|-118.12715|253.0|0.0|scedc
1451|CI.CBK|32.9158|-116.25226|355.0|0.0|scedc
1452|CI.CCA|35.15252|-118.01649|710.0|0.0|scedc
1453|CI.CCC|35.52495|-117.36453|670.0|0.0|ncedc
1454|CI.CCK|35.14978|-118.197|1293.2|0.8|scedc
1455|CI.CCR|34.36082|-116.9409|1383.0|0.0|scedc
1456|CI.CCT|33.896256|-117.414694|301.2|0.7|scedc
1457|CI.CDD|32.58395|-114.35617|213.6|0.5|scedc
1458|CI.CDM|34.36855|-119.341437|166.8|1.0|scedc
1459|CI.CDY|34.83007|-116.33717|934.0|0.0|scedc
1460|CI.CFD|34.399268|-119.515762|8.0|0.0|scedc
1461|CI.CFL|34.33296|-118.02387|1560.0|0.0|scedc
1462|CI.CFS|34.10539|-117.28287|312.0|100.0|scedc
1463|CI.CFT|34.03547|-117.11241|682.0|0.8|scedc
1464|CI.CGO|36.5504|-117.80295|2795.0|0.0|ncedc
1465|CI.CHF|34.33341|-118.02585|1594.0|0.0|scedc
1466|CI.CHI|34.18156|-119.22244|3.0|0.0|scedc
1467|CI.CHK|34.067135|-118.971181|258.0|0.5|scedc
1468|CI.CHL|33.910841|-117.683682|331.9|0.9|scedc
1469|CI.CHN|33.99879|-117.68044|208.0|0.0|scedc
1470|CI.CHR|34.729019|-119.392693|1021.76|1.0|scedc
1471|CI.CIA|33.401898|-118.415021|475.5|1.5|scedc
1472|CI.CIS|33.40671|-118.40417|436.0|0.0|scedc
1473|CI.CIU|33.44577|-118.483|36.5|0.0|scedc
1474|CI.CJM|34.27117|-117.42448|1616.0|0.0|scedc
1475|CI.CJV|34.52978|-118.1445|1296.0|0.0|scedc
1476|CI.CJV2|34.52978|-118.1445|1296.0|2.0|scedc
1477|CI.CKP|33.55507|-114.8904|145.0|1.0|scedc
1478|CI.CLC|35.81574|-117.59751|775.0|0.0|scedc
1479|CI.CLI|33.14029|-115.52658|-92.0|0.0|scedc
1480|CI.CLI2|33.12112|-115.58016|-60.2|0.0|scedc
1481|CI.CLO|34.22038|-119.00891|48.0|0.0|scedc
1482|CI.CLT|34.09284|-117.31687|325.0|0.0|scedc
1483|CI.CO2|33.84524|-115.34351|242.0|0.0|scedc
1484|CI.COA|32.86341|-115.12339|36.0|0.0|scedc
1485|CI.COK|32.84946|-115.72788|-50.0|0.0|scedc
1486|CI.COK2|32.85053|-115.7284|-14.0|0.5|scedc
1487|CI.COO|33.89604|-118.21639|20.9|0.0|scedc
1488|CI.COY|33.36296|-116.31114|218.0|0.0|scedc
1489|CI.CPE|32.89244|-117.10143|143.0|0.0|scedc
1490|CI.CPM|34.15442|-116.19771|897.0|0.0|scedc
